State,UF,Region,Num_wild_fires,Year,Month,Season,President
Alagoas,AL,Nordeste,2.0,2014,Jun,Summer,Dilma (seg. mand.)
Alagoas,AL,Nordeste,2.0,2015,Jun,Summer,Dilma (seg. mand.)
Alagoas,AL,Nordeste,5.0,2016,Jun,Summer,Dilma (seg. mand.)
Alagoas,AL,Nordeste,2.0,2017,Jun,Summer,Temer
Alagoas,AL,Nordeste,0.0,1998,Jul,Summer,FHC (pri. mand.)
Alagoas,AL,Nordeste,0.0,1999,Jul,Summer,FHC (seg. mand.)
Alagoas,AL,Nordeste,0.0,2000,Jul,Summer,FHC (seg. mand.)
Alagoas,AL,Nordeste,0.0,2001,Jul,Summer,FHC (seg. mand.)
Alagoas,AL,Nordeste,5.0,2002,Jul,Summer,FHC (seg. mand.)
Alagoas,AL,Nordeste,0.0,2003,Jul,Summer,Lula (pri. mand.)
Alagoas,AL,Nordeste,0.0,2004,Jul,Summer,Lula (pri. mand.)
Alagoas,AL,Nordeste,0.0,2005,Jul,Summer,Lula (pri. mand.)
Alagoas,AL,Nordeste,0.0,2006,Jul,Summer,Lula (pri. mand.)
Alagoas,AL,Nordeste,0.0,2007,Jul,Summer,Lula (seg. mand.)
Alagoas,AL,Nordeste,0.0,2008,Jul,Summer,Lula (seg. mand.)
Alagoas,AL,Nordeste,0.0,2009,Jul,Summer,Lula (seg. mand.)
Alagoas,AL,Nordeste,2.0,2010,Jul,Summer,Lula (seg. mand.)
Alagoas,AL,Nordeste,0.0,2011,Jul,Summer,Dilma (pri. mand.)
Alagoas,AL,Nordeste,0.0,2012,Jul,Summer,Dilma (pri. mand.)
Alagoas,AL,Nordeste,0.0,2013,Jul,Summer,Dilma (pri. mand.)
Alagoas,AL,Nordeste,1.0,2014,Jul,Summer,Dilma (seg. mand.)
Alagoas,AL,Nordeste,0.0,2015,Jul,Summer,Dilma (seg. mand.)
Alagoas,AL,Nordeste,3.0,2016,Jul,Summer,Dilma (seg. mand.)
Alagoas,AL,Nordeste,0.0,2017,Jul,Summer,Temer
Alagoas,AL,Nordeste,1.0,1998,Aug,Summer,FHC (pri. mand.)
Alagoas,AL,Nordeste,3.0,1999,Aug,Summer,FHC (seg. mand.)
Alagoas,AL,Nordeste,4.0,2000,Aug,Summer,FHC (seg. mand.)
Alagoas,AL,Nordeste,1.0,2001,Aug,Summer,FHC (seg. mand.)
Alagoas,AL,Nordeste,3.0,2002,Aug,Summer,FHC (seg. mand.)
Alagoas,AL,Nordeste,2.0,2003,Aug,Summer,Lula (pri. mand.)
Alagoas,AL,Nordeste,2.0,2004,Aug,Summer,Lula (pri. mand.)
Alagoas,AL,Nordeste,2.0,2005,Aug,Summer,Lula (pri. mand.)
Alagoas,AL,Nordeste,1.0,2006,Aug,Summer,Lula (pri. mand.)
Alagoas,AL,Nordeste,3.0,2007,Aug,Summer,Lula (seg. mand.)
Alagoas,AL,Nordeste,1.0,2008,Aug,Summer,Lula (seg. mand.)
Alagoas,AL,Nordeste,0.0,2009,Aug,Summer,Lula (seg. mand.)
Alagoas,AL,Nordeste,1.0,2010,Aug,Summer,Lula (seg. mand.)
Alagoas,AL,Nordeste,4.0,2011,Aug,Summer,Dilma (pri. mand.)
Alagoas,AL,Nordeste,0.0,2012,Aug,Summer,Dilma (pri. mand.)
Alagoas,AL,Nordeste,0.0,2013,Aug,Summer,Dilma (pri. mand.)
Alagoas,AL,Nordeste,3.0,2014,Aug,Summer,Dilma (seg. mand.)
Alagoas,AL,Nordeste,3.0,2015,Aug,Summer,Dilma (seg. mand.)
Alagoas,AL,Nordeste,5.0,2016,Aug,Summer,Dilma (seg. mand.)
Alagoas,AL,Nordeste,1.0,2017,Aug,Summer,Temer
Alagoas,AL,Nordeste,14.0,1998,Sep,Autumn,FHC (pri. mand.)
Alagoas,AL,Nordeste,3.0,1999,Sep,Autumn,FHC (seg. mand.)
Alagoas,AL,Nordeste,22.0,2000,Sep,Autumn,FHC (seg. mand.)
Alagoas,AL,Nordeste,5.0,2001,Sep,Autumn,FHC (seg. mand.)
Alagoas,AL,Nordeste,14.0,2002,Sep,Autumn,FHC (seg. mand.)
Alagoas,AL,Nordeste,8.0,2003,Sep,Autumn,Lula (pri. mand.)
Alagoas,AL,Nordeste,5.0,2004,Sep,Autumn,Lula (pri. mand.)
Alagoas,AL,Nordeste,7.0,2005,Sep,Autumn,Lula (pri. mand.)
Alagoas,AL,Nordeste,4.0,2006,Sep,Autumn,Lula (pri. mand.)
Alagoas,AL,Nordeste,2.0,2007,Sep,Autumn,Lula (seg. mand.)
Alagoas,AL,Nordeste,9.0,2008,Sep,Autumn,Lula (seg. mand.)
Alagoas,AL,Nordeste,13.0,2009,Sep,Autumn,Lula (seg. mand.)
Alagoas,AL,Nordeste,5.0,2010,Sep,Autumn,Lula (seg. mand.)
Alagoas,AL,Nordeste,5.0,2011,Sep,Autumn,Dilma (pri. mand.)
Alagoas,AL,Nordeste,6.0,2012,Sep,Autumn,Dilma (pri. mand.)
Alagoas,AL,Nordeste,4.0,2013,Sep,Autumn,Dilma (pri. mand.)
Alagoas,AL,Nordeste,11.0,2014,Sep,Autumn,Dilma (seg. mand.)
Alagoas,AL,Nordeste,7.0,2015,Sep,Autumn,Dilma (seg. mand.)
Alagoas,AL,Nordeste,18.0,2016,Sep,Autumn,Dilma (seg. mand.)
Alagoas,AL,Nordeste,4.0,2017,Sep,Autumn,Temer
Alagoas,AL,Nordeste,20.0,1998,Oct,Autumn,FHC (pri. mand.)
Alagoas,AL,Nordeste,4.0,1999,Oct,Autumn,FHC (seg. mand.)
Alagoas,AL,Nordeste,13.0,2000,Oct,Autumn,FHC (seg. mand.)
Alagoas,AL,Nordeste,15.0,2001,Oct,Autumn,FHC (seg. mand.)
Alagoas,AL,Nordeste,30.0,2002,Oct,Autumn,FHC (seg. mand.)
Alagoas,AL,Nordeste,10.0,2003,Oct,Autumn,Lula (pri. mand.)
Alagoas,AL,Nordeste,12.0,2004,Oct,Autumn,Lula (pri. mand.)
Alagoas,AL,Nordeste,17.0,2005,Oct,Autumn,Lula (pri. mand.)
Alagoas,AL,Nordeste,32.0,2006,Oct,Autumn,Lula (pri. mand.)
Alagoas,AL,Nordeste,6.0,2007,Oct,Autumn,Lula (seg. mand.)
Alagoas,AL,Nordeste,18.0,2008,Oct,Autumn,Lula (seg. mand.)
Alagoas,AL,Nordeste,30.0,2009,Oct,Autumn,Lula (seg. mand.)
Alagoas,AL,Nordeste,16.0,2010,Oct,Autumn,Lula (seg. mand.)
Alagoas,AL,Nordeste,23.0,2011,Oct,Autumn,Dilma (pri. mand.)
Alagoas,AL,Nordeste,28.0,2012,Oct,Autumn,Dilma (pri. mand.)
Alagoas,AL,Nordeste,25.0,2013,Oct,Autumn,Dilma (pri. mand.)
Alagoas,AL,Nordeste,7.0,2014,Oct,Autumn,Dilma (seg. mand.)
Alagoas,AL,Nordeste,40.0,2015,Oct,Autumn,Dilma (seg. mand.)
Alagoas,AL,Nordeste,74.0,2016,Oct,Autumn,Dilma (seg. mand.)
Alagoas,AL,Nordeste,14.0,2017,Oct,Autumn,Temer
Alagoas,AL,Nordeste,19.0,1998,Nov,Autumn,FHC (pri. mand.)
Alagoas,AL,Nordeste,15.0,1999,Nov,Autumn,FHC (seg. mand.)
Alagoas,AL,Nordeste,2.0,2000,Nov,Autumn,FHC (seg. mand.)
Alagoas,AL,Nordeste,22.0,2001,Nov,Autumn,FHC (seg. mand.)
Alagoas,AL,Nordeste,50.0,2002,Nov,Autumn,FHC (seg. mand.)
Alagoas,AL,Nordeste,17.0,2003,Nov,Autumn,Lula (pri. mand.)
Alagoas,AL,Nordeste,28.0,2004,Nov,Autumn,Lula (pri. mand.)
Alagoas,AL,Nordeste,25.0,2005,Nov,Autumn,Lula (pri. mand.)
Alagoas,AL,Nordeste,12.0,2006,Nov,Autumn,Lula (pri. mand.)
Alagoas,AL,Nordeste,15.0,2007,Nov,Autumn,Lula (seg. mand.)
Alagoas,AL,Nordeste,37.0,2008,Nov,Autumn,Lula (seg. mand.)
Alagoas,AL,Nordeste,55.0,2009,Nov,Autumn,Lula (seg. mand.)
Alagoas,AL,Nordeste,31.0,2010,Nov,Autumn,Lula (seg. mand.)
Alagoas,AL,Nordeste,23.0,2011,Nov,Autumn,Dilma (pri. mand.)
Alagoas,AL,Nordeste,95.0,2012,Nov,Autumn,Dilma (pri. mand.)
Alagoas,AL,Nordeste,10.0,2013,Nov,Autumn,Dilma (pri. mand.)
Alagoas,AL,Nordeste,14.0,2014,Nov,Autumn,Dilma (seg. mand.)
Alagoas,AL,Nordeste,162.0,2015,Nov,Autumn,Dilma (seg. mand.)
Alagoas,AL,Nordeste,76.0,2016,Nov,Autumn,Dilma (seg. mand.)
Alagoas,AL,Nordeste,10.0,2017,Nov,Autumn,Temer
Alagoas,AL,Nordeste,32.0,1998,Dec,Winter,FHC (pri. mand.)
Alagoas,AL,Nordeste,12.0,1999,Dec,Winter,FHC (seg. mand.)
Alagoas,AL,Nordeste,2.0,2000,Dec,Winter,FHC (seg. mand.)
Alagoas,AL,Nordeste,30.0,2001,Dec,Winter,FHC (seg. mand.)
Alagoas,AL,Nordeste,95.0,2002,Dec,Winter,FHC (seg. mand.)
Alagoas,AL,Nordeste,43.0,2003,Dec,Winter,Lula (pri. mand.)
Alagoas,AL,Nordeste,71.0,2004,Dec,Winter,Lula (pri. mand.)
Alagoas,AL,Nordeste,16.0,2005,Dec,Winter,Lula (pri. mand.)
Alagoas,AL,Nordeste,30.0,2006,Dec,Winter,Lula (pri. mand.)
Alagoas,AL,Nordeste,33.0,2007,Dec,Winter,Lula (seg. mand.)
Alagoas,AL,Nordeste,34.0,2008,Dec,Winter,Lula (seg. mand.)
Alagoas,AL,Nordeste,55.0,2009,Dec,Winter,Lula (seg. mand.)
Alagoas,AL,Nordeste,45.0,2010,Dec,Winter,Lula (seg. mand.)
Alagoas,AL,Nordeste,50.0,2011,Dec,Winter,Dilma (pri. mand.)
Alagoas,AL,Nordeste,59.0,2012,Dec,Winter,Dilma (pri. mand.)
Alagoas,AL,Nordeste,42.0,2013,Dec,Winter,Dilma (pri. mand.)
Alagoas,AL,Nordeste,24.0,2014,Dec,Winter,Dilma (seg. mand.)
Alagoas,AL,Nordeste,136.0,2015,Dec,Winter,Dilma (seg. mand.)
Alagoas,AL,Nordeste,155.0,2016,Dec,Winter,Dilma (seg. mand.)
Amapa,AP,Norte,0.0,1998,Jan,Winter,FHC (pri. mand.)
Amapa,AP,Norte,0.0,1999,Jan,Winter,FHC (seg. mand.)
Amapa,AP,Norte,2.0,2000,Jan,Winter,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2001,Jan,Winter,FHC (seg. mand.)
Amapa,AP,Norte,7.0,2002,Jan,Winter,FHC (seg. mand.)
Amapa,AP,Norte,31.0,2003,Jan,Winter,Lula (pri. mand.)
Amapa,AP,Norte,38.0,2004,Jan,Winter,Lula (pri. mand.)
Amapa,AP,Norte,109.0,2005,Jan,Winter,Lula (pri. mand.)
Amapa,AP,Norte,6.0,2006,Jan,Winter,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2007,Jan,Winter,Lula (seg. mand.)
Amapa,AP,Norte,2.0,2008,Jan,Winter,Lula (seg. mand.)
Amapa,AP,Norte,4.0,2009,Jan,Winter,Lula (seg. mand.)
Amapa,AP,Norte,2.0,2010,Jan,Winter,Lula (seg. mand.)
Amapa,AP,Norte,0.0,2011,Jan,Winter,Dilma (pri. mand.)
Amapa,AP,Norte,30.0,2012,Jan,Winter,Dilma (pri. mand.)
Amapa,AP,Norte,3.0,2013,Jan,Winter,Dilma (pri. mand.)
Amapa,AP,Norte,10.0,2014,Jan,Winter,Dilma (seg. mand.)
Amapa,AP,Norte,14.0,2015,Jan,Winter,Dilma (seg. mand.)
Amapa,AP,Norte,19.0,2016,Jan,Winter,Dilma (seg. mand.)
Amapa,AP,Norte,2.0,2017,Jan,Winter,Temer
Amapa,AP,Norte,0.0,1998,Feb,Winter,FHC (pri. mand.)
Amapa,AP,Norte,1.0,1999,Feb,Winter,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2000,Feb,Winter,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2001,Feb,Winter,FHC (seg. mand.)
Amapa,AP,Norte,2.0,2002,Feb,Winter,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2003,Feb,Winter,Lula (pri. mand.)
Amapa,AP,Norte,2.0,2004,Feb,Winter,Lula (pri. mand.)
Amapa,AP,Norte,1.0,2005,Feb,Winter,Lula (pri. mand.)
Amapa,AP,Norte,2.0,2006,Feb,Winter,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2007,Feb,Winter,Lula (seg. mand.)
Amapa,AP,Norte,0.0,2008,Feb,Winter,Lula (seg. mand.)
Amapa,AP,Norte,0.0,2009,Feb,Winter,Lula (seg. mand.)
Amapa,AP,Norte,0.0,2010,Feb,Winter,Lula (seg. mand.)
Amapa,AP,Norte,3.0,2011,Feb,Winter,Dilma (pri. mand.)
Amapa,AP,Norte,5.0,2012,Feb,Winter,Dilma (pri. mand.)
Amapa,AP,Norte,0.0,2013,Feb,Winter,Dilma (pri. mand.)
Amapa,AP,Norte,2.0,2014,Feb,Winter,Dilma (seg. mand.)
Amapa,AP,Norte,1.0,2015,Feb,Winter,Dilma (seg. mand.)
Amapa,AP,Norte,1.0,2016,Feb,Winter,Dilma (seg. mand.)
Amapa,AP,Norte,0.0,2017,Feb,Winter,Temer
Amapa,AP,Norte,0.0,1998,Mar,Spring,FHC (pri. mand.)
Amapa,AP,Norte,2.0,1999,Mar,Spring,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2000,Mar,Spring,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2001,Mar,Spring,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2002,Mar,Spring,FHC (seg. mand.)
Amapa,AP,Norte,1.0,2003,Mar,Spring,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2004,Mar,Spring,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2005,Mar,Spring,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2006,Mar,Spring,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2007,Mar,Spring,Lula (seg. mand.)
Amapa,AP,Norte,1.0,2008,Mar,Spring,Lula (seg. mand.)
Amapa,AP,Norte,1.0,2009,Mar,Spring,Lula (seg. mand.)
Amapa,AP,Norte,2.0,2010,Mar,Spring,Lula (seg. mand.)
Amapa,AP,Norte,0.0,2011,Mar,Spring,Dilma (pri. mand.)
Amapa,AP,Norte,1.0,2012,Mar,Spring,Dilma (pri. mand.)
Amapa,AP,Norte,0.0,2013,Mar,Spring,Dilma (pri. mand.)
Amapa,AP,Norte,1.0,2014,Mar,Spring,Dilma (seg. mand.)
Amapa,AP,Norte,2.0,2015,Mar,Spring,Dilma (seg. mand.)
Amapa,AP,Norte,5.0,2016,Mar,Spring,Dilma (seg. mand.)
Amapa,AP,Norte,0.0,2017,Mar,Spring,Temer
Amapa,AP,Norte,0.0,1998,Apr,Spring,FHC (pri. mand.)
Amapa,AP,Norte,0.0,1999,Apr,Spring,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2000,Apr,Spring,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2001,Apr,Spring,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2002,Apr,Spring,FHC (seg. mand.)
Amapa,AP,Norte,2.0,2003,Apr,Spring,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2004,Apr,Spring,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2005,Apr,Spring,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2006,Apr,Spring,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2007,Apr,Spring,Lula (seg. mand.)
Amapa,AP,Norte,2.0,2008,Apr,Spring,Lula (seg. mand.)
Amapa,AP,Norte,0.0,2009,Apr,Spring,Lula (seg. mand.)
Amapa,AP,Norte,2.0,2010,Apr,Spring,Lula (seg. mand.)
Amapa,AP,Norte,0.0,2011,Apr,Spring,Dilma (pri. mand.)
Amapa,AP,Norte,2.0,2012,Apr,Spring,Dilma (pri. mand.)
Amapa,AP,Norte,2.0,2013,Apr,Spring,Dilma (pri. mand.)
Amapa,AP,Norte,0.0,2014,Apr,Spring,Dilma (seg. mand.)
Amapa,AP,Norte,0.0,2015,Apr,Spring,Dilma (seg. mand.)
Amapa,AP,Norte,0.0,2016,Apr,Spring,Dilma (seg. mand.)
Amapa,AP,Norte,3.0,2017,Apr,Spring,Temer
Amapa,AP,Norte,0.0,1998,May,Spring,FHC (pri. mand.)
Amapa,AP,Norte,0.0,1999,May,Spring,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2000,May,Spring,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2001,May,Spring,FHC (seg. mand.)
Amapa,AP,Norte,3.0,2002,May,Spring,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2003,May,Spring,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2004,May,Spring,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2005,May,Spring,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2006,May,Spring,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2007,May,Spring,Lula (seg. mand.)
Amapa,AP,Norte,0.0,2008,May,Spring,Lula (seg. mand.)
Amapa,AP,Norte,2.0,2009,May,Spring,Lula (seg. mand.)
Amapa,AP,Norte,2.0,2010,May,Spring,Lula (seg. mand.)
Amapa,AP,Norte,2.0,2011,May,Spring,Dilma (pri. mand.)
Amapa,AP,Norte,2.0,2012,May,Spring,Dilma (pri. mand.)
Amapa,AP,Norte,0.0,2013,May,Spring,Dilma (pri. mand.)
Amapa,AP,Norte,0.0,2014,May,Spring,Dilma (seg. mand.)
Amapa,AP,Norte,0.0,2015,May,Spring,Dilma (seg. mand.)
Amapa,AP,Norte,1.0,2016,May,Spring,Dilma (seg. mand.)
Amapa,AP,Norte,1.0,2017,May,Spring,Temer
Amapa,AP,Norte,0.0,1998,Jun,Summer,FHC (pri. mand.)
Amapa,AP,Norte,2.0,1999,Jun,Summer,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2000,Jun,Summer,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2001,Jun,Summer,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2002,Jun,Summer,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2003,Jun,Summer,Lula (pri. mand.)
Amapa,AP,Norte,5.0,2004,Jun,Summer,Lula (pri. mand.)
Amapa,AP,Norte,2.0,2005,Jun,Summer,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2006,Jun,Summer,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2007,Jun,Summer,Lula (seg. mand.)
Amapa,AP,Norte,0.0,2008,Jun,Summer,Lula (seg. mand.)
Amapa,AP,Norte,1.0,2009,Jun,Summer,Lula (seg. mand.)
Amapa,AP,Norte,0.0,2010,Jun,Summer,Lula (seg. mand.)
Amapa,AP,Norte,0.0,2011,Jun,Summer,Dilma (pri. mand.)
Amapa,AP,Norte,7.0,2012,Jun,Summer,Dilma (pri. mand.)
Amapa,AP,Norte,1.0,2013,Jun,Summer,Dilma (pri. mand.)
Amapa,AP,Norte,0.0,2014,Jun,Summer,Dilma (seg. mand.)
Amapa,AP,Norte,3.0,2015,Jun,Summer,Dilma (seg. mand.)
Amapa,AP,Norte,2.0,2016,Jun,Summer,Dilma (seg. mand.)
Amapa,AP,Norte,2.0,2017,Jun,Summer,Temer
Amapa,AP,Norte,0.0,1998,Jul,Summer,FHC (pri. mand.)
Amapa,AP,Norte,0.0,1999,Jul,Summer,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2000,Jul,Summer,FHC (seg. mand.)
Amapa,AP,Norte,1.0,2001,Jul,Summer,FHC (seg. mand.)
Amapa,AP,Norte,1.0,2002,Jul,Summer,FHC (seg. mand.)
Amapa,AP,Norte,0.0,2003,Jul,Summer,Lula (pri. mand.)
Amapa,AP,Norte,2.0,2004,Jul,Summer,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2005,Jul,Summer,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2006,Jul,Summer,Lula (pri. mand.)
Amapa,AP,Norte,0.0,2007,Jul,Summer,Lula (seg. mand.)
Amapa,AP,Norte,0.0,2008,Jul,Summer,Lula (seg. mand.)
Amapa,AP,Norte,4.0,2009,Jul,Summer,Lula (seg. mand.)
Amapa,AP,Norte,2.0,2010,Jul,Summer,Lula (seg. mand.)
Amapa,AP,Norte,5.0,2011,Jul,Summer,Dilma (pri. mand.)
Amapa,AP,Norte,3.0,2012,Jul,Summer,Dilma (pri. mand.)
Amapa,AP,Norte,1.0,2013,Jul,Summer,Dilma (pri. mand.)
Amapa,AP,Norte,4.0,2014,Jul,Summer,Dilma (seg. mand.)
Amapa,AP,Norte,5.0,2015,Jul,Summer,Dilma (seg. mand.)
Amapa,AP,Norte,1.0,2016,Jul,Summer,Dilma (seg. mand.)
Amapa,AP,Norte,3.0,2017,Jul,Summer,Temer
Amapa,AP,Norte,1.0,1998,Aug,Summer,FHC (pri. mand.)
Amapa,AP,Norte,0.0,1999,Aug,Summer,FHC (seg. mand.)
Amapa,AP,Norte,3.0,2000,Aug,Summer,FHC (seg. mand.)
Amapa,AP,Norte,12.0,2001,Aug,Summer,FHC (seg. mand.)
Amapa,AP,Norte,18.0,2002,Aug,Summer,FHC (seg. mand.)
Amapa,AP,Norte,14.0,2003,Aug,Summer,Lula (pri. mand.)
Amapa,AP,Norte,9.0,2004,Aug,Summer,Lula (pri. mand.)
Amapa,AP,Norte,4.0,2005,Aug,Summer,Lula (pri. mand.)
Amapa,AP,Norte,11.0,2006,Aug,Summer,Lula (pri. mand.)
Amapa,AP,Norte,5.0,2007,Aug,Summer,Lula (seg. mand.)
Amapa,AP,Norte,4.0,2008,Aug,Summer,Lula (seg. mand.)
Amapa,AP,Norte,20.0,2009,Aug,Summer,Lula (seg. mand.)
Amapa,AP,Norte,1.0,2010,Aug,Summer,Lula (seg. mand.)
Amapa,AP,Norte,16.0,2011,Aug,Summer,Dilma (pri. mand.)
Amapa,AP,Norte,19.0,2012,Aug,Summer,Dilma (pri. mand.)
Amapa,AP,Norte,9.0,2013,Aug,Summer,Dilma (pri. mand.)
Amapa,AP,Norte,18.0,2014,Aug,Summer,Dilma (seg. mand.)
Amapa,AP,Norte,40.0,2015,Aug,Summer,Dilma (seg. mand.)
Amapa,AP,Norte,37.0,2016,Aug,Summer,Dilma (seg. mand.)
Amapa,AP,Norte,33.0,2017,Aug,Summer,Temer
Amapa,AP,Norte,20.0,1998,Sep,Autumn,FHC (pri. mand.)
Amapa,AP,Norte,4.0,1999,Sep,Autumn,FHC (seg. mand.)
Amapa,AP,Norte,19.0,2000,Sep,Autumn,FHC (seg. mand.)
Amapa,AP,Norte,95.0,2001,Sep,Autumn,FHC (seg. mand.)
Amapa,AP,Norte,73.0,2002,Sep,Autumn,FHC (seg. mand.)
Amapa,AP,Norte,88.0,2003,Sep,Autumn,Lula (pri. mand.)
Amapa,AP,Norte,67.0,2004,Sep,Autumn,Lula (pri. mand.)
Amapa,AP,Norte,97.0,2005,Sep,Autumn,Lula (pri. mand.)
Amapa,AP,Norte,112.0,2006,Sep,Autumn,Lula (pri. mand.)
Amapa,AP,Norte,61.0,2007,Sep,Autumn,Lula (seg. mand.)
Amapa,AP,Norte,83.0,2008,Sep,Autumn,Lula (seg. mand.)
Amapa,AP,Norte,188.0,2009,Sep,Autumn,Lula (seg. mand.)
Amapa,AP,Norte,63.0,2010,Sep,Autumn,Lula (seg. mand.)
Amapa,AP,Norte,128.0,2011,Sep,Autumn,Dilma (pri. mand.)
Amapa,AP,Norte,168.0,2012,Sep,Autumn,Dilma (pri. mand.)
Amapa,AP,Norte,85.0,2013,Sep,Autumn,Dilma (pri. mand.)
Amapa,AP,Norte,137.0,2014,Sep,Autumn,Dilma (seg. mand.)
Amapa,AP,Norte,192.0,2015,Sep,Autumn,Dilma (seg. mand.)
Amapa,AP,Norte,142.0,2016,Sep,Autumn,Dilma (seg. mand.)
Amapa,AP,Norte,95.0,2017,Sep,Autumn,Temer
Amapa,AP,Norte,42.0,1998,Oct,Autumn,FHC (pri. mand.)
Amapa,AP,Norte,25.0,1999,Oct,Autumn,FHC (seg. mand.)
Amapa,AP,Norte,42.0,2000,Oct,Autumn,FHC (seg. mand.)
Amapa,AP,Norte,194.0,2001,Oct,Autumn,FHC (seg. mand.)
Amapa,AP,Norte,557.0,2002,Oct,Autumn,FHC (seg. mand.)
Amapa,AP,Norte,355.0,2003,Oct,Autumn,Lula (pri. mand.)
Amapa,AP,Norte,412.0,2004,Oct,Autumn,Lula (pri. mand.)
Amapa,AP,Norte,335.0,2005,Oct,Autumn,Lula (pri. mand.)
Amapa,AP,Norte,405.0,2006,Oct,Autumn,Lula (pri. mand.)
Amapa,AP,Norte,162.0,2007,Oct,Autumn,Lula (seg. mand.)
Amapa,AP,Norte,395.0,2008,Oct,Autumn,Lula (seg. mand.)
Amapa,AP,Norte,765.0,2009,Oct,Autumn,Lula (seg. mand.)
Amapa,AP,Norte,265.0,2010,Oct,Autumn,Lula (seg. mand.)
Amapa,AP,Norte,304.0,2011,Oct,Autumn,Dilma (pri. mand.)
Amapa,AP,Norte,475.0,2012,Oct,Autumn,Dilma (pri. mand.)
Amapa,AP,Norte,385.0,2013,Oct,Autumn,Dilma (pri. mand.)
Amapa,AP,Norte,480.0,2014,Oct,Autumn,Dilma (seg. mand.)
Amapa,AP,Norte,827.0,2015,Oct,Autumn,Dilma (seg. mand.)
Amapa,AP,Norte,793.0,2016,Oct,Autumn,Dilma (seg. mand.)
Amapa,AP,Norte,468.0,2017,Oct,Autumn,Temer
Amapa,AP,Norte,131.0,1998,Nov,Autumn,FHC (pri. mand.)
Amapa,AP,Norte,26.0,1999,Nov,Autumn,FHC (seg. mand.)
Amapa,AP,Norte,157.0,2000,Nov,Autumn,FHC (seg. mand.)
Amapa,AP,Norte,406.0,2001,Nov,Autumn,FHC (seg. mand.)
Amapa,AP,Norte,1.096,2002,Nov,Autumn,FHC (seg. mand.)
Amapa,AP,Norte,750.0,2003,Nov,Autumn,Lula (pri. mand.)
Amapa,AP,Norte,949.0,2004,Nov,Autumn,Lula (pri. mand.)
Amapa,AP,Norte,685.0,2005,Nov,Autumn,Lula (pri. mand.)
Amapa,AP,Norte,207.0,2006,Nov,Autumn,Lula (pri. mand.)
Amapa,AP,Norte,198.0,2007,Nov,Autumn,Lula (seg. mand.)
Amapa,AP,Norte,266.0,2008,Nov,Autumn,Lula (seg. mand.)
Amapa,AP,Norte,1.019,2009,Nov,Autumn,Lula (seg. mand.)
Amapa,AP,Norte,339.0,2010,Nov,Autumn,Lula (seg. mand.)
Amapa,AP,Norte,282.0,2011,Nov,Autumn,Dilma (pri. mand.)
Amapa,AP,Norte,969.0,2012,Nov,Autumn,Dilma (pri. mand.)
Amapa,AP,Norte,341.0,2013,Nov,Autumn,Dilma (pri. mand.)
Amapa,AP,Norte,484.0,2014,Nov,Autumn,Dilma (seg. mand.)
Amapa,AP,Norte,1.3,2015,Nov,Autumn,Dilma (seg. mand.)
Amapa,AP,Norte,1.161,2016,Nov,Autumn,Dilma (seg. mand.)
Amapa,AP,Norte,858.0,2017,Nov,Autumn,Temer
Amapa,AP,Norte,84.0,1998,Dec,Winter,FHC (pri. mand.)
Amapa,AP,Norte,41.0,1999,Dec,Winter,FHC (seg. mand.)
Amapa,AP,Norte,30.0,2000,Dec,Winter,FHC (seg. mand.)
Amapa,AP,Norte,593.0,2001,Dec,Winter,FHC (seg. mand.)
